order_id,event_id,total_tickets_sold,order_revenue
1967901955,70769045,1,154.73
1968196265,70769045,1,154.72
2011528840,70769045,1,155.98
2011542470,70769045,1,155.98
2011550545,70769045,1,155.98
2011556880,70769045,1,155.98
2012294670,70769045,1,155.97
2016137500,70769045,1,120.5
2072558085,70769045,1,154.53
2072576680,70769045,1,154.53
2072578880,70769045,1,154.53
2099178040,70769045,2,0.0
2109221700,70769045,1,16.63
2109490715,70769045,1,162.19
2123082235,70769045,1,18.8
2132702005,70769045,1,0.0
2133199620,70769045,2,0.0
2143029125,70769045,2,277.29
2161777150,70769045,1,158.51
2186158955,70769045,1,119.73
2186189615,70769045,2,239.46
2186239925,70769045,2,275.38
2186249415,70769045,1,155.65
2187041585,70769045,3,315.3
2196560500,70769045,1,152.98
2196599480,70769045,1,152.98
2220923335,70769045,2,264.55
2220948265,70769045,1,149.53
2220949980,70769045,1,153.36
2235848155,70769045,1,149.27
2244797325,70769045,1,149.03
2334683995,70769045,1,148.73
2372296590,70833255,1,0.0
2373064430,70833255,1,0.0
1956276555,71175535,2,279.62
1967924980,71175535,1,0.0
1969820185,71175535,1,187.06
1970536870,71175535,1,187.06
1974751385,71175535,1,0.0
1976607305,71175535,1,0.0
1979590575,71175535,1,187.06
1982457405,71175535,1,187.06
2003871000,71175535,1,187.06
2004121900,71175535,1,187.06
2017308750,71175535,1,187.06
2017596580,71175535,1,92.56
2027290580,71175535,1,0.0
2027402385,71175535,1,0.0
2027415670,71175535,1,0.0
2029387655,71175535,1,92.56
2033560620,71175535,1,92.56
2034689050,71175535,1,0.0
2036130155,71175535,1,187.06
2039746625,71175535,1,187.06
2044597570,71175535,1,187.06
2044698105,71175535,1,0.0
2047756820,71175535,1,0.0
2048454450,71175535,1,187.06
2049178950,71175535,1,0.0
2051550780,71175535,1,187.06
2052612265,71175535,1,187.06
2052810505,71175535,1,92.56
2052986590,71175535,1,187.06
2054607315,71175535,1,187.06
2055051570,71175535,1,187.06
2055068150,71175535,1,92.56
2056174945,71175535,1,92.56
2058983710,71175535,1,234.31
2061398635,71175535,1,0.0
2065043850,71175535,1,92.56
2071455800,71175535,1,234.31
2071796455,71175535,1,234.31
2075941535,71175535,1,187.06
2076256990,71175535,1,234.31
2077214845,71175535,1,0.0
2079673415,71175535,1,92.56
2080175575,71175535,1,234.31
2082937055,71175535,1,92.56
2084120220,71175535,1,92.56
2084151775,71175535,1,92.56
2085825605,71175535,1,92.56
2088880545,71175535,1,92.56
2089692735,71175535,1,0.0
2090214270,71175535,1,0.0
2090445320,71175535,1,0.0
2090757265,71175535,1,0.0
2091364250,71175535,1,0.0
2093503165,71175535,1,92.56
2094032035,71175535,1,210.78
2094456425,71175535,1,0.0
2094709145,71175535,1,234.31
2094958330,71175535,1,234.31
2096132135,71175535,1,0.0
2096143175,71175535,1,92.56
2097801975,71175535,1,0.0
2099221250,71175535,1,0.0
2099461230,71175535,1,92.56
2099476080,71175535,1,92.56
2101314855,71175535,1,0.0
2101715785,71175535,1,234.31
2102511930,71175535,1,92.56
2104346560,71175535,1,234.31
2104450420,71175535,1,187.25
2106126920,71175535,1,187.06
2106392180,71175535,1,234.31
2106494170,71175535,1,92.56
2106623615,71175535,1,0.0
2106702345,71175535,1,234.31
2107526770,71175535,1,92.56
2108131780,71175535,1,0.0
2108367935,71175535,1,92.56
2108402455,71175535,1,234.31
2108430345,71175535,1,234.31
2108465740,71175535,1,0.0
2108674500,71175535,1,234.31
2109630535,71175535,1,92.56
2110173335,71175535,1,187.82
2110273760,71175535,1,187.25
2110565860,71175535,1,92.56
2111277425,71175535,1,92.56
2111325930,71175535,1,0.0
2111695185,71175535,1,210.78
2111938555,71175535,1,92.56
2112442925,71175535,1,234.31
2112683900,71175535,1,234.31
2112727195,71175535,1,234.31
2113238155,71175535,1,92.56
2114502165,71175535,1,234.31
2114578125,71175535,2,326.87
2114627945,71175535,1,234.31
2114808700,71175535,1,234.31
2114843840,71175535,1,234.31
2115285270,71175535,1,187.25
2115290225,71175535,1,92.56
2116456070,71175535,1,234.31
2116482055,71175535,1,234.31
2116729000,71175535,1,73.85
2116783205,71175535,1,234.31
2116873930,71175535,1,0.0
2116906530,71175535,1,73.85
2117120340,71175535,1,0.0
1934328455,71183985,1,20.0
1942221665,71183985,1,20.0
1945306965,71183985,1,20.0
1946632785,71183985,1,20.0
1947003330,71183985,2,40.0
1949674265,71183985,1,20.0
1952246715,71183985,1,20.0
1953330290,71183985,2,40.0
1953387500,71183985,1,20.0
1953455980,71183985,2,40.0
1954214455,71183985,1,20.0
1954545875,71183985,2,40.0
1954567700,71183985,3,60.0
1955796670,71183985,2,40.0
1957731700,71183985,1,20.0
1962927470,71183985,1,20.0
1963030260,71183985,1,20.0
1964722185,71183985,1,20.0
1965288370,71183985,1,20.0
2091987445,71302375,1,0.0
2130677935,71302375,1,0.0
2182349955,71302375,1,0.0
2206314235,71302375,1,0.0
2140926550,71353655,1,30.0
2148298025,71353655,1,30.0
2171432835,71353655,2,60.0
2180923215,71353655,1,30.0
2182690745,71353655,1,30.0
2187267100,71353655,1,0.0
2191270840,71353655,1,30.0
2192715445,71353655,1,0.0
2135580875,71425715,2,132.54
2153750265,71425715,1,0.0
2154365795,71425715,1,32.46
1990102795,71470595,1,8.46
2006193420,71470595,2,16.92
2010395410,71470595,1,14.13
2002134745,71565175,3,326.48
2002337865,71565175,2,103.05
2002442790,71565175,8,875.62
2004243535,71565175,3,201.82
2006430660,71565175,5,334.96
2008579350,71565175,8,294.42
2009415090,71565175,2,103.67
2010163290,71565175,4,229.9
2010175815,71565175,4,267.49
2021251730,71565175,10,350.51
2023922160,71565175,3,288.65
2028385760,71565175,3,234.74
2033388125,71565175,5,172.49
2058732660,71565175,4,318.19
2086500490,71565175,3,259.14
2087583450,71565175,2,320.08
2094278605,71565175,2,323.47
2095648270,71565175,4,167.51
2111551600,71565175,3,152.6
2111675500,71565175,1,37.95
1947873580,71861865,1,0.0
2002924780,71870705,1,0.0
2012435610,71870705,1,0.0
2013580925,71870705,2,0.0
2013662845,71870705,1,0.0
2013761355,71870705,2,0.0
2016450820,71870705,1,0.0
2022125275,71870705,2,0.0
2032697560,71870705,1,0.0
1991989800,71871825,1,20.15
2002730115,71871825,1,19.88
2020010475,71871825,1,19.85
2020879075,71871825,1,19.85
2021713275,71871825,1,19.85
2023615935,71871825,1,19.84
1952346760,71890025,1,0.0
1951655400,71942465,2,0.0
1965766440,71942465,1,0.0
1972481410,71942465,1,0.0
1997116900,72201595,4,0.0
1936027540,72347195,2,45.52
1941273000,72347195,4,91.04
1940134585,72641895,3,0.0
1940393555,72641895,2,0.0
1949054850,72641895,2,0.0
1991340745,72672135,2,0.0
1941298425,72686665,1,0.0
1942321725,72686665,1,0.0
1943506755,72686665,1,0.0
1944275790,72686665,1,0.0
1944562875,72686665,1,0.0
1959031555,72686665,1,0.0
1959188320,72686665,1,0.0
1962656430,72686665,2,0.0
1963130690,72686665,1,0.0
1969163880,72686665,1,0.0
1974980055,72686665,1,0.0
1979618460,72686665,1,0.0
1981483115,72686665,1,0.0
1934555770,72798065,2,19.4
1935283895,72798065,4,19.4
1936046440,72798065,1,19.4
1936745340,72798065,2,38.8
1938624785,72798065,2,19.4
1938647055,72798065,1,19.4
1939384950,72798065,1,0.0
1939970370,72798065,1,19.4
1940236180,72798065,2,19.4
1941035190,72798065,2,19.4
1941093360,72798065,1,19.4
1941250420,72798065,1,19.4
1941695905,72798065,1,19.4
1942192580,72798065,1,19.4
1942373020,72798065,1,19.4
1942491910,72798065,1,0.0
1942744530,72798065,1,19.4
1945703410,72965085,2,0.0
1947942100,72965085,2,0.0
1952790970,72965085,3,0.0
1953163065,72965085,2,0.0
1954036930,72965085,2,0.0
1955719625,72965085,2,0.0
1948366725,73126635,1,93.51
1989853475,73151055,1,30.79
2097954550,73151055,2,61.21
2111318250,73151055,1,30.46
2126634425,73151055,1,0.0
2131709200,73151055,1,15.67
2147839015,73151055,2,0.0
2154138810,73151055,4,122.53
2158990035,73151055,1,0.0
2162124790,73151055,2,0.0
2162871450,73151055,2,0.0
2164708750,73151055,1,31.1
2164973760,73151055,2,31.1
2166474125,73151055,4,0.0
2166599025,73151055,1,0.0
2168147725,73151055,1,0.0
2168446810,73151055,1,15.89
2168459835,73151055,1,31.79
1934709770,73298195,1,0.0
1935121250,73298195,1,0.0
1941194970,73298195,1,0.0
1950401955,73370875,1,300.0
1956105280,73370875,1,200.0
2113684310,73377385,1,0.0
2115762345,73377385,1,0.0
2115780130,73377385,1,0.0
2120241275,73377385,1,0.0
2086242070,73469885,1,0.0
2177387895,73469885,1,29.1
2184019435,73469885,1,19.4
2184023110,73469885,3,58.2
2185684450,73469885,1,19.4
2188543355,73469885,1,0.0
2188949535,73469885,2,19.4
2189041895,73469885,1,19.4
2189056055,73469885,3,58.2
2106813495,73475355,1,0.0
1937535290,73523035,1,0.0
1937535870,73523035,1,0.0
1963023530,73537825,1,0.0
1971669150,73537825,1,0.0
1959742670,73683775,1,37.82
1944582645,73724885,2,0.0
1938988805,73743085,2,50.0
1953045485,73743085,10,53.0
1953405965,73743085,2,80.0
1954753850,73743085,2,50.0
2101244740,73938045,6,79.08
2104465425,73938045,5,65.9
1989535900,73961905,1,0.0
1989668245,73961905,1,0.0
1935047375,74106165,1,0.0
1935655510,74106165,1,0.0
1937124160,74106165,1,0.0
1937178085,74106165,1,0.0
1937271685,74106165,1,0.0
1937387935,74106165,1,0.0
1938440550,74106165,1,0.0
1938576695,74106165,1,0.0
1938621220,74106165,1,0.0
1938636550,74106165,1,0.0
1939453885,74106165,1,0.0
1939850130,74106165,1,0.0
1940547245,74106165,1,0.0
1941100935,74106165,2,0.0
1942400810,74106165,2,0.0
1942947150,74106165,2,0.0
1943222890,74106165,1,0.0
1943285255,74106165,1,0.0
1943294110,74106165,2,0.0
1943699605,74106165,1,0.0
1944911090,74106165,2,0.0
1944984260,74106165,2,0.0
1950275325,74176415,1,73.12
1962563160,74176415,1,0.0
1968171385,74176415,1,73.12
1969170725,74176415,1,48.5
1969629855,74176415,1,48.5
1970263560,74176415,1,48.5
1977143630,74176415,1,48.5
1977600490,74176415,1,0.0
1949905680,74248580,1,0.0
1960855715,74248580,1,0.0
1937160120,74251145,2,35.82
1946680935,74251145,3,53.73
1934137975,74288600,1,21.59
1943912945,74288600,1,21.48
1989889160,74306125,1,0.0
2022551600,74306125,1,0.0
2041881435,74306125,1,0.0
2042299930,74306125,1,0.0
2045347615,74306125,1,13.06
2045363190,74306125,1,0.0
2045376380,74306125,2,0.0
2045546775,74306125,1,0.0
2053919860,74306125,1,12.96
1946811470,74322385,1,0.0
1980701770,74323830,1,15.29
1983852685,74323830,1,15.24
2248192880,74334485,1,0.0
1936007845,74336965,4,0.0
1944609415,74336965,3,0.0
2214803430,74393310,2,0.0
2215041900,74393310,1,0.0
2216462245,74393310,1,0.0
2216587010,74393310,1,0.0
2029804770,74399480,1,21.0
1941735170,74413595,2,0.0
1934570345,74433170,2,12.0
1934981180,74433170,1,6.0
1935258560,74433170,4,24.0
1935264950,74433170,3,18.0
1940772260,74489170,1,0.0
1935526070,74493875,2,33.3
1942523080,74493875,1,16.65
1945246630,74493875,2,33.3
1946593765,74493875,2,33.3
1947900585,74493875,2,33.3
1952824555,74493875,2,33.3
1953330865,74493875,2,33.3
1954222695,74493875,1,16.65
1956484340,74493875,2,33.3
1956873915,74493875,2,33.3
1958871025,74493875,2,33.3
1959376420,74493875,3,49.95
1953942680,74511395,1,0.0
1954068330,74511395,1,0.0
1954070075,74511395,1,0.0
1962572155,74511395,1,0.0
1962574555,74511395,1,0.0
1962577830,74511395,1,0.0
1962582015,74511395,1,0.0
1962595355,74511395,1,0.0
1962598540,74511395,1,0.0
1962603910,74511395,1,0.0
1962661980,74511395,1,0.0
1962666395,74511395,1,0.0
1964025915,74511395,1,0.0
1965821130,74511395,1,0.0
1970002445,74511395,2,0.0
2011837735,74511395,2,0.0
2035638160,74511395,1,0.0
1936363975,74520250,1,0.0
1936408265,74520250,1,0.0
1936638280,74520250,1,0.0
1936984635,74520250,1,0.0
1937421935,74520250,1,0.0
1938339975,74520250,1,0.0
1938356595,74520250,1,0.0
1938359120,74520250,1,0.0
2265507965,74521900,1,10.0
1935364920,74547355,1,0.0
1935969850,74547355,4,0.0
1948699020,74547355,3,0.0
1949364285,74547355,2,0.0
1950595640,74547355,1,0.0
1951052020,74547355,4,0.0
1946490860,74564395,1,0.0
1950440330,74572220,1,19.0
1950454140,74572220,1,19.0
1950489375,74572220,1,19.0
1950752345,74572220,1,19.0
1951277050,74572220,1,19.0
1951664380,74572220,1,19.0
1951766705,74572220,1,19.0
1952263125,74572220,1,19.0
1952310370,74572220,1,19.0
1952530105,74572220,1,19.0
1952826265,74572220,1,19.0
1953671485,74572220,1,19.0
1953763340,74572220,1,19.0
1954033505,74572220,1,19.0
1954362415,74572220,1,29.0
1957020265,74572220,1,29.0
1964418005,74572220,1,39.0
1964551055,74572220,1,39.0
1964601525,74572220,1,39.0
1964793045,74572220,1,39.0
1965276265,74572220,1,39.0
1965596795,74572220,1,39.0
1968156375,74572220,1,39.0
1969618045,74572220,1,39.0
1984483810,74572220,1,39.0
1991817940,74572220,1,39.0
1992065095,74572220,1,39.0
1992230550,74572220,1,39.0
1992278855,74572220,1,39.0
1992355735,74572220,1,39.0
1992440035,74572220,1,39.0
1992560195,74572220,1,39.0
1992805850,74572220,1,39.0
1993189185,74572220,1,39.0
1936906320,74583625,1,0.0
1947552335,74583625,1,0.0
1943214010,74635255,1,40.88
1969909320,74639230,1,0.0
1937523165,74641415,1,0.0
2175244065,74658480,1,587.58
